Sorting code,Citation,Study Codes,Data point code,Scientific Name,Common Name 2,Nativity,Authority,sp_code,variety,Subspecies,Species,Genus,plant form,Subfamily,Family,Order,Subclass,Class,Subdivision,Division,Superdivision,Subkingdom,Kingdom,Plant type,Clade,Latitude 2,Longitude 2,Lat_DD,Long_DD,"State, Territory, or Region",Country,Continent,"Elev (m, asl) 3",Source for elevation data,Stream order,Stream order 2,Land use,Duration (d),Duration (dd) 2,# sampling dates,mesh size category,T50 (d),k (d),n,estimated k?,equation used,min (ºC),max (ºC),range (ºC),mean (ºC),estimated mean?
55,Gulis et al. 2006 Freshwater Biology,,NG55,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.0444,-8.121,40.0789,-8.2058,"Vouga and Mondego river basins, Central",Portugal,Europe,620,Reported value,,,forest - unspecified,26,278,5,fine,33.27,0.0208,22,no,exponential,,,0,10.7,N
56,Gulis et al. 2006 Freshwater Biology,,NG56,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3201,-8.0915,40.5336,-8.1542,"Vouga and Mondego river basins, Central",Portugal,Europe,210,Reported value,,,forest - unspecified,26,286,5,fine,27.5,0.0252,22,no,exponential,,,0,11,N
57,Gulis et al. 2006 Freshwater Biology,,NG57,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.0521,-8.1206,40.0892,-8.2017,"Vouga and Mondego river basins, Central",Portugal,Europe,520,Reported value,,,forest - unspecified,26,276,2,fine,29.57,0.0234,6,no,exponential,,,0,10.6,N
58,Gulis et al. 2006 Freshwater Biology,,NG58,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3205,-8.0931,40.5347,-8.1586,"Vouga and Mondego river basins, Central",Portugal,Europe,215,Reported value,,,forest - unspecified,26,281,2,fine,35.78,0.0194,6,no,exponential,,,0,10.8,N
59,Gulis et al. 2006 Freshwater Biology,,NG59,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3544,-8.103,40.5956,-8.1675,"Vouga and Mondego river basins, Central",Portugal,Europe,805,Reported value,,,forest - unspecified,26,247,2,fine,53.23,0.013,6,no,exponential,,,0,9.5,N
60,Gulis et al. 2006 Freshwater Biology,,NG60,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3412,-8.0904,40.57,-8.1511,"Vouga and Mondego river basins, Central",Portugal,Europe,455,Reported value,,,forest - unspecified,26,278,2,fine,34.12,0.0203,6,no,exponential,,,0,10.7,N
61,Gulis et al. 2006 Freshwater Biology,,NG61,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3159,-8.1353,40.5331,-8.2314,"Vouga and Mondego river basins, Central",Portugal,Europe,570,Reported value,,,forest - unspecified,22,253,2,fine,42.66,0.0163,6,no,exponential,,,0,11.5,N
62,Gulis et al. 2006 Freshwater Biology,,NG62,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3404,-8.0903,40.5678,-8.1508,"Vouga and Mondego river basins, Central",Portugal,Europe,430,Reported value,,,forest - unspecified,22,242,2,fine,25.99,0.0267,6,no,exponential,,,0,11,N
63,Gulis et al. 2006 Freshwater Biology,,NG63,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3129,-8.1108,40.5247,-8.1856,"Vouga and Mondego river basins, Central",Portugal,Europe,255,Reported value,,,forest - unspecified,22,227,2,fine,32.15,0.0216,6,no,exponential,,,0,10.3,N
64,Gulis et al. 2006 Freshwater Biology,,NG64,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3228,-8.0718,40.5411,-8.1217,"Vouga and Mondego river basins, Central",Portugal,Europe,245,Reported value,,,forest - unspecified,22,242,2,fine,22.11,0.0314,6,no,exponential,,,0,11,N
65,Gulis et al. 2006 Freshwater Biology,,NG65,Quercus sp.,oak,US,L.,quercus-sp,,,quercus-sp,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.0444,-8.121,40.0789,-8.2058,"Vouga and Mondego river basins, Central",Portugal,Europe,620,Reported value,,,forest - unspecified,57,610,5,fine,83.13,0.0083,22,no,exponential,,,0,10.7,N
66,Gulis et al. 2006 Freshwater Biology,,NG66,Quercus sp.,oak,US,L.,quercus-sp,,,quercus-sp,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3201,-8.0915,40.5336,-8.1542,"Vouga and Mondego river basins, Central",Portugal,Europe,210,Reported value,,,forest - unspecified,57,627,5,fine,64.13,0.0108,22,no,exponential,,,0,11,N
67,Gulis et al. 2006 Freshwater Biology,,NG67,Quercus sp.,oak,US,L.,quercus-sp,,,quercus-sp,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.0521,-8.1206,40.0892,-8.2017,"Vouga and Mondego river basins, Central",Portugal,Europe,520,Reported value,,,forest - unspecified,57,604,2,fine,83.13,0.0083,6,no,exponential,,,0,10.6,N
68,Gulis et al. 2006 Freshwater Biology,,NG68,Quercus sp.,oak,US,L.,quercus-sp,,,quercus-sp,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3205,-8.0931,40.5347,-8.1586,"Vouga and Mondego river basins, Central",Portugal,Europe,215,Reported value,,,forest - unspecified,57,616,2,fine,75.66,0.0092,6,no,exponential,,,0,10.8,N
69,Gulis et al. 2006 Freshwater Biology,,NG69,Quercus sp.,oak,US,L.,quercus-sp,,,quercus-sp,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3544,-8.103,40.5956,-8.1675,"Vouga and Mondego river basins, Central",Portugal,Europe,805,Reported value,,,forest - unspecified,57,542,2,fine,160.32,0.0043,6,no,exponential,,,0,9.5,N
70,Gulis et al. 2006 Freshwater Biology,,NG70,Quercus sp.,oak,US,L.,quercus-sp,,,quercus-sp,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3412,-8.0904,40.57,-8.1511,"Vouga and Mondego river basins, Central",Portugal,Europe,455,Reported value,,,forest - unspecified,57,610,2,fine,78.3,0.0089,6,no,exponential,,,0,10.7,N
71,Gulis et al. 2006 Freshwater Biology,,NG71,Quercus sp.,oak,US,L.,quercus-sp,,,quercus-sp,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3159,-8.1353,40.5331,-8.2314,"Vouga and Mondego river basins, Central",Portugal,Europe,570,Reported value,,,forest - unspecified,42,483,2,fine,102.02,0.0068,6,no,exponential,,,0,11.5,N
72,Gulis et al. 2006 Freshwater Biology,,NG72,Quercus sp.,oak,US,L.,quercus-sp,,,quercus-sp,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3404,-8.0903,40.5678,-8.1508,"Vouga and Mondego river basins, Central",Portugal,Europe,430,Reported value,,,forest - unspecified,42,462,2,fine,55.65,0.0125,6,no,exponential,,,0,11,N
73,Gulis et al. 2006 Freshwater Biology,,NG73,Quercus sp.,oak,US,L.,quercus-sp,,,quercus-sp,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3129,-8.1108,40.5247,-8.1856,"Vouga and Mondego river basins, Central",Portugal,Europe,255,Reported value,,,forest - unspecified,42,433,2,fine,80.16,0.0086,6,no,exponential,,,0,10.3,N
74,Gulis et al. 2006 Freshwater Biology,,NG74,Quercus sp.,oak,US,L.,quercus-sp,,,quercus-sp,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.3228,-8.0718,40.5411,-8.1217,"Vouga and Mondego river basins, Central",Portugal,Europe,245,Reported value,,,forest - unspecified,42,462,2,fine,64.13,0.0108,6,no,exponential,,,0,11,N
75,Haapala et al. 2001 JNABS,,NG75,Alnus incana,gray alder,US,(L.) Moench ,incana,,,incana,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,62,26,62,26,Central,Finland,Europe,105,Google Earth,3,3,forest - unspecified,169,431,6,coarse,36.48,0.019,30,no,exponential,0,5.1,5.1,2.6,Y
76,Haapala et al. 2001 JNABS,,NG76,Betula pendula,european white birch,Europe,Roth,pendula,,,pendula,Betula,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,62,26,62,26,Central,Finland,Europe,105,Google Earth,3,3,forest - unspecified,169,431,6,coarse,63.01,0.011,30,no,exponential,0,5.1,5.1,2.6,Y
77,Haapala et al. 2001 JNABS,,NG77,Salix planifolia Pursh ssp. planifolia,diamondleaf willow,North America,Pursh ssp. planifolia,planifolia-planifolia,,planifolia,planifolia,Salix,tree,,Salicaceae,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,62,26,62,26,Central,Finland,Europe,105,Google Earth,3,3,forest - unspecified,169,431,6,coarse,138.63,0.005,30,no,exponential,0,5.1,5.1,2.6,Y
78,Hicks and Laboyrie 1999 NZ Journal of Marine and Freshwater Research,,NG78,Melicytus ramiflorus,whiteywood,New Zealand,J.R. & G. Forster,ramiflorus,,,ramiflorus,Melicytus,tree,,Violaceae,Violales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen,Eudicot,-38.0028,175.2654,-37.45,175.07,,New Zealand,Australia,40,Google Earth,,,pasture,28,406,,coarse,13.67,0.0507,3,no,exponential,11,16,5,14.5,N
79,Hicks and Laboyrie 1999 NZ Journal of Marine and Freshwater Research,,NG79,Betula pendula,european white birch,Europe,Roth,pendula,,,pendula,Betula,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,-38.0028,175.2654,-37.45,175.07,,New Zealand,Australia,40,Google Earth,,,pasture,28,406,,coarse,21.33,0.0325,2,no,exponential,11,16,5,14.5,N
80,Hicks and Laboyrie 1999 NZ Journal of Marine and Freshwater Research,,NG80,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,-38.0028,175.2654,-37.45,175.07,,New Zealand,Australia,40,Google Earth,,,pasture,28,406,,coarse,32.09,0.0216,3,no,exponential,11,16,5,14.5,N
81,Hicks and Laboyrie 1999 NZ Journal of Marine and Freshwater Research,,NG81,Dacrycarpus dacrydioides,,,(A.Rich.) de Laub.,dacrydioides,,,dacrydioides,Dacrycarpus,tree,,Podocarpaceae,Pinales,,Pinopsida,,Coniferophyta,Spermatophyta,Tracheobionta,Plantae,coniferous needle,Gymnosperm,-38.0028,175.2654,-37.45,175.07,,New Zealand,Australia,40,Google Earth,,,pasture,28,406,,coarse,43.32,0.016,3,no,exponential,11,16,5,14.5,N
82,Hicks and Laboyrie 1999 NZ Journal of Marine and Freshwater Research,,NG82,Nothofagus menziesii,,New Zealand,(Hook.f.) Oerst.,menziesii,,,menziesii,Nothofagus,tree,,Nothofagaceae,Fagales,,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen,Eudicot,-38.0028,175.2654,-37.45,175.07,,New Zealand,Australia,40,Google Earth,,,pasture,28,406,,coarse,67.3,0.0103,3,no,exponential,11,16,5,14.5,N
83,Hicks and Laboyrie 1999 NZ Journal of Marine and Freshwater Research,,NG83,Knightia excelsa,Rewarewa,New Zealand,R. Br. (1810),excelsa,,,excelsa,Knightia,tree,,Proteaceae,Proteales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen,Eudicot,-38.0028,175.2654,-37.45,175.07,,New Zealand,Australia,40,Google Earth,,,pasture,28,406,,coarse,154.03,0.0045,3,no,exponential,11,16,5,14.5,N
84,Hicks and Laboyrie 1999 NZ Journal of Marine and Freshwater Research,,NG84,Beilschmiedia tawa,tawa,New Zealand,(A.Cunn.) Kirk,tawa,,,tawa,Beilschmiedia,tree,,Lauraceae,Laurales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen,Magnoliid,-38.0028,175.2654,-37.45,175.07,,New Zealand,Australia,40,Google Earth,,,pasture,28,406,,coarse,192.54,0.0036,3,no,exponential,11,16,5,14.5,N
85,Hill and Perrotte 1995 Hydrobiologia,E,NG85,Acer saccharum,sugar maple,US,Marsh.,saccharum,,,saccharum,Acer,tree,,Sapindaceae,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.4606,-73.5609,41.7667,-73.0108,"Franklin D. Roosevelt National Historical Site, Dutchess County, New York",USA,North America,312,GPS Visualizer,2,2,forest - unspecified,97,679,6,coarse,24.41,0.0284,22,no,exponential,0,14,14,7,Y
86,Hisabae et al. 2011 Journal of Forestry Research,,NG87,Cryptomeria japonica,Japanese cedar,Japan,(L. f.) D. Don,japonica,,,japonica,Cryptomeria,tree,,Cupressaceae,Cupressales,,Pinopsida,,Coniferophyta,Spermatophyta,Tracheobionta,Plantae,coniferous needle,Gymnosperm,33.55,132.54,33.9167,132.9,"Shikoku, Southwestern ",Japan,Asia,530,Reported value,1,1,plantation,77,424,3,coarse,247.55,0.0028,30,no,exponential,2,9,7,5.5,N
87,Hisabae et al. 2011 Journal of Forestry Research,,NG88,Euptelea polyandra,Euptelea,China,Siebold & Zucc.,polyandra,,,polyandra,Euptelea,tree,,Eupteleaceae,Ranunculales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,33.55,132.54,33.9167,132.9,"Shikoku, Southwestern ",Japan,Asia,530,Reported value,1,1,plantation,77,424,3,coarse,44.43,0.0156,30,no,exponential,2,9,7,5.5,N
88,Hisabae et al. 2011 Journal of Forestry Research,,NG89,Cryptomeria japonica,Japanese cedar,Japan,(L. f.) D. Don,japonica,,,japonica,Cryptomeria,tree,,Cupressaceae,Cupressales,,Pinopsida,,Coniferophyta,Spermatophyta,Tracheobionta,Plantae,coniferous needle,Gymnosperm,33.55,132.54,33.9167,132.9,"Shikoku, Southwestern ",Japan,Asia,530,Reported value,2,2,plantation,77,424,3,coarse,247.55,0.0028,30,no,exponential,2,9,7,5.5,N
89,Hisabae et al. 2011 Journal of Forestry Research,,NG90,Euptelea polyandra,Euptelea,China,Siebold & Zucc.,polyandra,,,polyandra,Euptelea,tree,,Eupteleaceae,Ranunculales,,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,33.55,132.54,33.9167,132.9,"Shikoku, Southwestern ",Japan,Asia,530,Reported value,2,2,plantation,77,424,3,coarse,44.43,0.0156,30,no,exponential,2,9,7,5.5,N
90,Hisabae et al. 2011 Journal of Forestry Research,,NG91,Cryptomeria japonica,Japanese cedar,Japan,(L. f.) D. Don,japonica,,,japonica,Cryptomeria,tree,,Cupressaceae,Cupressales,,Pinopsida,,Coniferophyta,Spermatophyta,Tracheobionta,Plantae,coniferous needle,Gymnosperm,33.55,132.54,33.9167,132.9,"Shikoku, Southwestern ",Japan,Asia,530,Reported value,1,1,plantation,69,1242,4,coarse,52.51,0.0132,20,no,exponential,16,20,4,18,N
91,Hisabae et al. 2011 Journal of Forestry Research,,NG92,Euptelea polyandra,Euptelea,China,Siebold & Zucc.,polyandra,,,polyandra,Euptelea,tree,,Eupteleaceae,Ranunculales,,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,33.55,132.54,33.9167,132.9,"Shikoku, Southwestern ",Japan,Asia,530,Reported value,1,1,plantation,69,1242,4,coarse,7.83,0.0885,20,no,exponential,16,20,4,18,N
92,Hisabae et al. 2011 Journal of Forestry Research,,NG93,Cryptomeria japonica,Japanese cedar,Japan,(L. f.) D. Don,japonica,,,japonica,Cryptomeria,tree,,Cupressaceae,Cupressales,,Pinopsida,,Coniferophyta,Spermatophyta,Tracheobionta,Plantae,coniferous needle,Gymnosperm,33.55,132.54,33.9167,132.9,"Shikoku, Southwestern ",Japan,Asia,530,Reported value,2,2,plantation,69,1139,4,coarse,52.51,0.0132,20,no,exponential,14,19,5,16.5,N
93,Hisabae et al. 2011 Journal of Forestry Research,,NG94,Euptelea polyandra,Euptelea,China,Siebold & Zucc.,polyandra,,,polyandra,Euptelea,tree,,Eupteleaceae,Ranunculales,,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,33.55,132.54,33.9167,132.9,"Shikoku, Southwestern ",Japan,Asia,530,Reported value,2,2,plantation,69,1139,4,coarse,7.83,0.0885,20,no,exponential,14,19,5,16.5,N
121,Howe and Suberkropp 1994 Archiv fur Hydrobiologia,ST,NG122,Liriodendron tulipifera,yellow poplar,US,L.,tulipifera,,,tulipifera,Liriodendron,,,Magnoliaceae,Magnoliales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Magnoliid,33.1309,-86.2934,33.2192,-86.0128,Appalachian Plateau of west Alabama,USA,North America,277,GPS Visualizer,,,forest - unspecified,90,981,9,coarse,30.14,0.023,30,no,exponential,4,18,14,10.9,N
122,Howe and Suberkropp 1994 Archiv fur Hydrobiologia,ST,NG123,Liriodendron tulipifera,yellow poplar,US,L.,tulipifera,,,tulipifera,Liriodendron,,,Magnoliaceae,Magnoliales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Magnoliid,33.1309,-86.2934,33.2192,-86.0128,Appalachian Plateau of west Alabama,USA,North America,277,GPS Visualizer,,,forest - unspecified,90,981,9,fine,99.02,0.007,30,no,exponential,4,18,14,10.9,N
123,Hutchens and Wallace 2002 Ecosystems,E,NG124,Acer rubrum,red maple,US,L.,rubrum,,,rubrum,Acer,tree,,Sapindaceae,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,35.11,-83.363,35.1864,-83.0225,"Blue Ridge Physiographic Province, western North Carolina",USA,North America,1216,GPS Visualizer,2,2,forest - unspecified,180,1602,7,coarse,39.61,0.0175,21,no,exponential,,,0,8.9,N
124,Hutchens and Wallace 2002 Ecosystems,E,NG125,Acer rubrum,red maple,US,L.,rubrum,,,rubrum,Acer,tree,,Sapindaceae,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,35.11,-83.363,35.1864,-83.0225,"Blue Ridge Physiographic Province, western North Carolina",USA,North America,1216,GPS Visualizer,2,2,forest - unspecified,180,1674,7,coarse,21.8,0.0318,21,no,exponential,,,0,9.3,N
125,Griffiths et al. 2009 Ecological Applications,,NG126,Zea mays,corn,,L.,mays,,,mays,Zea,grass,,Poaceae,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,grass,Monocot,40.4156,-87.2512,40.6989,-87.0067,"Midwestern corn belt, northwestern Indiana",USA,North America,219,GPS Visualizer,,,agricultural,70,351,7,coarse,33.81,0.0205,20,no,exponential,-1.1,14.6,15.7,5,N
126,Griffiths et al. 2009 Ecological Applications,,NG127,Zea mays,corn,,L.,mays,,,mays,Zea,grass,,Poaceae,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,grass,Monocot,40.4156,-87.2512,40.6989,-87.0067,"Midwestern corn belt, northwestern Indiana",USA,North America,219,GPS Visualizer,,,agricultural,70,351,7,coarse,37.27,0.0186,18,no,exponential,-1.1,14.6,15.7,5,N
127,Griffiths et al. 2009 Ecological Applications,,NG128,Zea mays,corn,,L.,mays,,,mays,Zea,grass,,Poaceae,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,grass,Monocot,40.3634,-87.1125,40.6094,-87.0086,"Midwestern corn belt, northwestern Indiana",USA,North America,222,GPS Visualizer,,,agricultural,70,312,7,coarse,53.32,0.013,20,no,exponential,-1,13.1,14.1,4.5,N
128,Griffiths et al. 2009 Ecological Applications,,NG129,Zea mays,corn,,L.,mays,,,mays,Zea,grass,,Poaceae,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,grass,Monocot,40.3634,-87.1125,40.6094,-87.0086,"Midwestern corn belt, northwestern Indiana",USA,North America,222,GPS Visualizer,,,agricultural,70,312,7,coarse,28.76,0.0241,21,no,exponential,-1,13.1,14.1,4.5,N
129,Griffiths et al. 2009 Ecological Applications,,NG130,Zea mays,corn,,L.,mays,,,mays,Zea,grass,,Poaceae,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,grass,Monocot,40.3719,-87.2539,40.6219,-87.0142,"Midwestern corn belt, northwestern Indiana",USA,North America,222,GPS Visualizer,,,agricultural,70,368,7,coarse,58.25,0.0119,20,no,exponential,0,15.3,15.3,5.3,N
130,Griffiths et al. 2009 Ecological Applications,,NG131,Zea mays,corn,,L.,mays,,,mays,Zea,grass,,Poaceae,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,grass,Monocot,40.3719,-87.2539,40.6219,-87.0142,"Midwestern corn belt, northwestern Indiana",USA,North America,222,GPS Visualizer,,,agricultural,70,368,7,coarse,34.83,0.0199,21,no,exponential,0,15.3,15.3,5.3,N
131,Abelho 2008 International Review of Hydrobiology,,NG132,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.05,-8.12,40.0833,-8.2033,"southeast of Coimbra, central",Portugal,Europe,230,Reported value,5,5,shrubland,180,2034,6,coarse,31.94,0.0217,36,no,exponential,10,12.7,2.7,11.3,N
132,Abelho 2008 International Review of Hydrobiology,,NG133,Castanea sativa,european chestnut,Europe,P. Mill,sativa,,,sativa,Castanea,tree,Castanoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,40.05,-8.12,40.0833,-8.2033,"southeast of Coimbra, central",Portugal,Europe,230,Reported value,5,5,shrubland,180,2034,6,coarse,34.83,0.0199,36,no,exponential,10,12.7,2.7,11.3,N
